Name	SMARTS	Reject	Accept
Thiazolones	[$([SX2]1[CX3]([CX4,a!r0])=[CX3]([CX4,a!r0])[CX3](=[OX1])[NX3]1([CX4,a!r0])),$([sX2]1[cX3]([CX4,a!r0])[cX3]([CX4,a!r0])[cX3](=[OX1])[nX3]1([CX4,a!r0]))]		['[$([SX2]1[CX3]([CX4,a!R0])=[CX3]([CX4,a!R0])[CX3](=[OX1])[NX3]1([CX4,a!R0])),$([sX2]1[cX3]([CX4,a!R0])[cX3]([CX4,a!R0])[cX3](=[OX1])[nX3]1([CX4,a!R0]))]']
1, 2-Diamines	[CX4,a!r0][NX3H1][CX4][CX4][NX3H1][CX4,a!r0]		['[CX4,a!R0][NX3H1][CX4][CX4][NX3H1][CX4,a!R0]']
Amine precursor - aromatic azo compound	[$([a!r0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cccc1),$([a!r0][NX2]=[NX2]c1ccc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1),$([a!r0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1),$([a!r0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1[$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])]		['[$([a!R0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cccc1),$([a!R0][NX2]=[NX2]c1ccc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1),$([a!R0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1),$([a!R0][NX2]=[NX2]c1c([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc([$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])cc1[$([NH2]),$([NX3H1][CX4]),$([NX3]([CX4])[CX4]),$([NX3H1][CX3](=[OX1])[CH3]),$([NX3H1][CX3](=[OX1])[CX4]),$([OH]),$([O-]),$([OX2][CX4]),$([CH3]),$([CH2][CH3]),$([CH]=[CH2])])]']
Quaternary ammonium cation	[NX4+]([CX4,a!r0])([CX4,a!r0])([CX4,a!r0])[CX4,a!r0]		['[NX4+]([CX4,a!R0])([CX4,a!R0])([CX4,a!R0])[CX4,a!R0]']
Activated N-heterocycle halides	[$(n1c([F,Cl])ncnc1),$(n1c([F,Cl])ccnc1),$(n1c([F,Cl])nccc1)]		['[$(n1c([F,Cl])ncnc1),$(n1c([F,Cl])ccnc1),$(n1c([F,Cl])nccc1)]']
Activated halo-pyridines, quinolines, and isoquinolines	[$([cR1]1[cR1][cR1][cR1][cR2]2[nR1][cR1]([F,Cl])[cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1][cR2]12),$([cR1]1[cR1][cR1][cR1][cR2]2[nR1][cR1][cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1]([F,Cl])[cR2]12),$([cR1]1[cR1][cR1][cR1][cR2]2[cR1]([F,Cl])[nR1][cR1][cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR2]12),$([cR1]1[cR1][cR1][cR1][cR2]2[cR1][nR1][cR1]([F,Cl])[cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR2]12),$([nR1]1[cR1]([F,Cl])[cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1][cR1][cR1]1),$([nR1]1[cR1][cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1]([F,Cl])[cR1][cR1]1),$([nR1]1[cR1]([F,Cl])[cR1][cR1][cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1]1),$([nR1]1[cR1][cR1][cR1]([F,Cl])[cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1]1)]		['[$([cR1]1[cR1][cR1][cR1][cR2]2[nR1][cR1]([F,Cl])[cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1][cR2]12),$([cR1]1[cR1][cR1][cR1][cR2]2[nR1][cR1][cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1]([F,Cl])[cR2]12),$([cR1]1[cR1][cR1][cR1][cR2]2[cR1]([F,Cl])[nR1][cR1][cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR2]12),$([cR1]1[cR1][cR1][cR1][cR2]2[cR1][nR1][cR1]([F,Cl])[cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR2]12),$([nR1]1[cR1]([F,Cl])[cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1][cR1][cR1]1),$([nR1]1[cR1][cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1]([F,Cl])[cR1][cR1]1),$([nR1]1[cR1]([F,Cl])[cR1][cR1][cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1]1),$([nR1]1[cR1][cR1][cR1]([F,Cl])[cR1]([$([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CX3](=[OX1])[OX2][#1,#6]),$([Sv6X4](=[OX1])(=[OX1])[OH]),$([CX3](=[OX1])[#1,F,Cl,Br,I]),$([CX2]#[NX1]),$([CX4]([F,Cl])([F,Cl])[F,Cl]),$([CH2][OH]),$([CH2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]),$([CH2][F,Cl])])[cR1]1)]']
Hydrazines, hydrazonium salts and precursors	[$([NX3H2][NX3]([#1,#6;!$([CX3](=[OX1])[#1,#6])])[#1,#6;!$([CX3](=[OX1])[#1,#6])]),$([NX4H2+]([#1,#6;!$([CX3](=[OX1])[#1,#6])])[NX3]([#1,#6;!$([CX3](=[OX1])[#1,#6])])[#1,#6;!$([CX3](=[OX1])[#1,#6])]),$([NX4H3+][NX4H2+][#1,#6;!$([CX3](=[OX1])[#1,#6])]),$([NX3!R]([#1,#6!R;!$([CX3](=[OX1])[#1,#6])])([#1,#6!R;!$([CX3](=[OX1])[#1,#6])])[NX2!R]=[CX3!R]([*!R])([*!R])),$([NX3!R]([#1,#6!R;!$([CX3](=[OX1])[#1,#6])])([#1,#6!R;!$([CX3](=[OX1])[#1,#6])])[NX3+!R]=[CX3!R]([*!R])([*!R]))]		['[$([NX3H2][NX3]([#1,#6;!$([CX3](=[OX1])[#1,#6])])[#1,#6;!$([CX3](=[OX1])[#1,#6])]),$([NX4H2+]([#1,#6;!$([CX3](=[OX1])[#1,#6])])[NX3]([#1,#6;!$([CX3](=[OX1])[#1,#6])])[#1,#6;!$([CX3](=[OX1])[#1,#6])]),$([NX4H3+][NX4H2+][#1,#6;!$([CX3](=[OX1])[#1,#6])]),$([NX3!R]([#1,#6!R;!$([CX3](=[OX1])[#1,#6])])([#1,#6!R;!$([CX3](=[OX1])[#1,#6])])[NX2!R]=[CX3!R]([*!R])([*!R])),$([NX3!R]([#1,#6!R;!$([CX3](=[OX1])[#1,#6])])([#1,#6!R;!$([CX3](=[OX1])[#1,#6])])[NX3+!R]=[CX3!R]([*!R])([*!R]))]']
Acid halides	[F,Cl,Br][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]		['[F,Cl,Br][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]']
Aldehydes	[CX3H1](=[OX1])[#1,#6]		['[CX3H1](=[OX1])[#1,#6]']
Halonitrobenzenes	[$([F,Cl][cR1]1[cR1]([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])[cR1][cR1]([F,Cl,$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-]),$([CX2]#[NX1]),$([CX3](=[OX1])([$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH2]),$([CX4]1[CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4][CX4]1),$([CH2]c1ccccc1)])),$([CX3](=[OX1])[OX2][$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH2]),$([CX4]1[CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4][CX4]1),$([CH2]c1ccccc1)])])[cR1][cR1]1),$([F,Cl][cR1]1[cR1]([F,Cl,$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-]),$([CX2]#[NX1]),$([CX3](=[OX1])([$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH2]),$([CX4]1[CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4][CX4]1),$([CH2]c1ccccc1)])),$([CX3](=[OX1])[OX2][$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH2]),$([CX4]1[CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4][CX4]1),$([CH2]c1ccccc1)])])[cR1][cR1]([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])[cR1][cR1]1)]		['[$([F,Cl][cR1]1[cR1]([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])[cR1][cR1]([F,Cl,$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-]),$([CX2]#[NX1]),$([CX3](=[OX1])([$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH2]),$([CX4]1[CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4][CX4]1),$([CH2]c1ccccc1)])),$([CX3](=[OX1])[OX2][$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH2]),$([CX4]1[CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4][CX4]1),$([CH2]c1ccccc1)])])[cR1][cR1]1),$([F,Cl][cR1]1[cR1]([F,Cl,$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-]),$([CX2]#[NX1]),$([CX3](=[OX1])([$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH2]),$([CX4]1[CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4][CX4]1),$([CH2]c1ccccc1)])),$([CX3](=[OX1])[OX2][$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH2]),$([CX4]1[CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4]1),$([CX4]1[CX4][CX4][CX4][CX4][CX4]1),$([CH2]c1ccccc1)])])[cR1][cR1]([$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])])[cR1][cR1]1)]']
Aromatic sulphuric acids and salts	[a!r0][Sv4X3](=[OX1])[$([OH]),$([O-])]		['[a!R0][Sv4X3](=[OX1])[$([OH]),$([O-])]']
Acid anhydrides	[$([CX3](=[OX1])[OX2][CX3](=[OX1])),$([CX3](=[OX1])[OX2][OX2][CX3](=[OX1]))]		['[$([CX3](=[OX1])[OX2][CX3](=[OX1])),$([CX3](=[OX1])[OX2][OX2][CX3](=[OX1]))]']
Iso(thio)cyanates	[NX2]=[CX2]=[OX1,SX1]		['[NX2]=[CX2]=[OX1,SX1]']
