Name	Group	SMARTS	Author	Article	Alert_ID	Reject	Accept
Primary alkylamines	R = alkyl; molecules containing only C, H and N atoms	NOT [!#6!#1!#7] AND [NX3H2][CX4]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA665	['[!#6!#1!#7]']	['[NX3H2][CX4]']
Epoxide or azaridine	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [CX4]1[OX2,NX3][CX4]1	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA666	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[CX4]1[OX2,NX3][CX4]1']
Activated alkenes and alkynes	R = any atom/ group; R1 = -C=O, -CN, -C(O)N, -NO2, -SO2	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$(C=,#C[$(C=O),$(C(=[OX1])[OX2]),$(C#N),$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-]),$(C(=[OX1])[NX3]),$([Sv6X4](=[OX1])(=[OX1]))]),$([$([#6X3]1=,:[#6X3][CX3](=[OX1])[#6X3]=,:[#6X3][#6X3]1(=[OX1])),$([CX3]1(=[OX1])[CX3](=[OX1])[#6X3]=,:[#6X3][#6X3]=,:[#6X3]1)])]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA667	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[$(C=,#C[$(C=O),$(C(=[OX1])[OX2]),$(C#N),$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-]),$(C(=[OX1])[NX3]),$([Sv6X4](=[OX1])(=[OX1]))]),$([$([#6X3]1=,:[#6X3][CX3](=[OX1])[#6X3]=,:[#6X3][#6X3]1(=[OX1])),$([CX3]1(=[OX1])[CX3](=[OX1])[#6X3]=,:[#6X3][#6X3]=,:[#6X3]1)])]']
Hydrazines	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [NX3H1][NX3H1]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA668	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[NX3H1][NX3H1]']
Azo compounds	R = any carbon atom	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [#6][NX2]=[NX2][#6]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA669	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[#6][NX2]=[NX2][#6]']
Diazo, azido and triazene compounds	R = any carbon atom	 NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$([#6][NX2]=[NX2+]=N),$([#6][NX2]=[NX2+]=[NX1-]),$([#6][NX2-]-[NX2+]#[NX1]),$([#6][NX3]([#6])[NX2]=[NX2][#6]),$([CX3]=[NX2+]=N),$([CX3]=[NX2]=[NX1]),$([CX3]=[NX2+]=[NX1-]),$([CX3-][NX2+]#[NX1])]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA670	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[$([#6][NX2]=[NX2+]=N),$([#6][NX2]=[NX2+]=[NX1-]),$([#6][NX2-]-[NX2+]#[NX1]),$([#6][NX3]([#6])[NX2]=[NX2][#6]),$([CX3]=[NX2+]=N),$([CX3]=[NX2]=[NX1]),$([CX3]=[NX2+]=[NX1-]),$([CX3-][NX2+]#[NX1])]']
Activated and allylic/ propargylic nitriles	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$([NX1]#[CX2][CX4][OH1]),$([NX1]#[CX2][CX2]#[CX2])]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA671	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[$([NX1]#[CX2][CX4][OH1]),$([NX1]#[CX2][CX2]#[CX2])]']
Acid anhydrides	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [CX3](=[OX1])[OX2][CX3](=[OX1])	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA672	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[CX3](=[OX1])[OX2][CX3](=[OX1])']
Lactones	SMARTS: 	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [CX4R][CX3R](=[OX1])[OX2R][CX4R]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA673	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[CX4R][CX3R](=[OX1])[OX2R][CX4R]']
Acid halides	R = any atom/ group; X = F, Cl, Br	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [Br,Cl,F,I][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA674	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[Br,Cl,F,I][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]']
Carbamoylhalides	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND Cl[CX3](=[OX1])[NX3]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA675	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['Cl[CX3](=[OX1])[NX3]']
Ketenes	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [OX1]=[CX2]=C	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA676	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[OX1]=[CX2]=C']
Aldehydes	R = any carbon atom	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [#1,#6][CX3]([H])(=[OX1])	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA677	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[#1,#6][CX3]([H])(=[OX1])']
Isocyanates	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [NX2]=[CX2]=[OX1]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA678	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[NX2]=[CX2]=[OX1]']
Thiocyanates	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [SX2][CX2]#[NX1]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA679	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[SX2][CX2]#[NX1]']
Isothiocyanates	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [NX2]=[CX2]=[SX1]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA680	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[NX2]=[CX2]=[SX1]']
Disulphides	R = any carbon atom	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [#6][SX2][SX2][#6]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA681	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[#6][SX2][SX2][#6]']
Sulphonic esters	R = any carbon atom	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [#6][Sv6X4](=[OX1])(=[OX1])[OX2][#6]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA682	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[#6][Sv6X4](=[OX1])(=[OX1])[OX2][#6]']
Sulphuric esters	R = any carbon atom	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [OH1][Sv6X4](=[OX1])(=[OX1])[OX2][#6]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA683	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[OH1][Sv6X4](=[OX1])(=[OX1])[OX2][#6]']
Cyclic sulphonic/ sulphuric esters	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$([CR][SX4R](=[OX1])(=[OX1])[OX2R]),$([OX2R][SX4R](=[OX1])(=[OX1])[OX2R])]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA684	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[$([CR][SX4R](=[OX1])(=[OX1])[OX2R]),$([OX2R][SX4R](=[OX1])(=[OX1])[OX2R])]']
α-Haloethers	R = any atom/ group; R1 = any carbon atom (except carbonyl carbon); X = F, Cl, Br	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [#6;!$(C(=O)[OX2])][OX2][CX4][F,Cl,Br]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA685	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[#6;!$(C(=O)[OX2])][OX2][CX4][F,Cl,Br]']
β-Haloethers	R = any carbon atom (exclude carbonyl carbon); R1 = any atom/ group; X = F, Cl, Br	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [#6;!$(C(=O)[OX2])][OX2][CX4][CX4][F,Cl,Br]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA686	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[#6;!$(C(=O)[OX2])][OX2][CX4][CX4][F,Cl,Br]']
Nitrogen mustards	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [#7X3;0][CH2][CH2][F,Cl,Br]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA687	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[#7X3;0][CH2][CH2][F,Cl,Br]']
Sulphur mustards	R = any atom/ group	NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [#16X2;0][CH2][CH2][F,Cl,Br]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA688	['[!#1!#6!#7!#8!#16!F!Cl!Br]']	['[#16X2;0][CH2][CH2][F,Cl,Br]']
DDT (dichlorodiphenyltrichloroethane) and analogues	Class 4 type compounds (compounds and groups of compounds acting by a specific mechanism)	c1cc(ccc1[CH1](C(Cl)(Cl)Cl)c1ccc(cc1)Cl)Cl	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA689		['c1cc(ccc1[CH1](C(Cl)(Cl)Cl)c1ccc(cc1)Cl)Cl']
(Dithio) carbamates	R = any atom/ group	[OX2,SX2][CX3](=[OX1,SX1])[NX3]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA690		['[OX2,SX2][CX3](=[OX1,SX1])[NX3]']
Compounds containing C, H, O and halogen atoms	R = alkyl carbon atom; Ar = any aromatic atom	 NOT [!#6!#1!#8!F!Cl!Br] AND [$([$([CX4!R][OX2;!$(O(C1)C1);!$([OX2][OX2])][CX4!R]),$([CX4]1[OX2][CX4][CX4]1),$([CX4]1[OX2][CX4][CX4][CX4]1),$([CX4]1[OX2][CX4][CX4][CX4][CX4]1),$([CX4]1[OX2][CX4][CX4][CX4][CX4][CX4]1)]),$([OX2H1][CX4][!$(C(=C)[CX4][OX2H1]);!$(C(#C)[CX4][OX2H1]);!$(a[CX4][OX2H1])]),$([a;!$(a-[OH1]);!$(a[CX4][OH1])][$(C~[CX4][OH1]),$(C~C~[CX4][OH1]),$(C~C~C~[CX4][OH1]),$(C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~C~C~C~[CX4][OH1])]),$([CX4][CX3](=[OX1])[CX4])] AND [$([#6][F,Cl,Br]);!$([F,Cl,Br]CC=C);!$([F,Cl,Br]CC#C);!$([F,Cl,Br]Ca)]	Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., 	CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY	TA691	['[!#6!#1!#8!F!Cl!Br]']	['[$([$([CX4!R][OX2;!$(O(C1)C1);!$([OX2][OX2])][CX4!R]),$([CX4]1[OX2][CX4][CX4]1),$([CX4]1[OX2][CX4][CX4][CX4]1),$([CX4]1[OX2][CX4][CX4][CX4][CX4]1),$([CX4]1[OX2][CX4][CX4][CX4][CX4][CX4]1)]),$([OX2H1][CX4][!$(C(=C)[CX4][OX2H1]);!$(C(#C)[CX4][OX2H1]);!$(a[CX4][OX2H1])]),$([a;!$(a-[OH1]);!$(a[CX4][OH1])][$(C~[CX4][OH1]),$(C~C~[CX4][OH1]),$(C~C~C~[CX4][OH1]),$(C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~C~C~[CX4][OH1]),$(C~C~C~C~C~C~C~C~C~[CX4][OH1])]),$([CX4][CX3](=[OX1])[CX4])]', '[$([#6][F,Cl,Br]);!$([F,Cl,Br]CC=C);!$([F,Cl,Br]CC#C);!$([F,Cl,Br]Ca)]']
