Name	Group	SMARTS	Author	Article	Alert_ID	Reject	Accept
polysulfide	Linkage = 'HIGH' (PRI = 1.77, PSI = 7.67)	[S;D2]-[S;D2]-[S;D2]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1820		['[S;D2]-[S;D2]-[S;D2]']
acrylate	Linkage = 'MED' (PRI = 1.78, PSI = 2.71)	[CH2]=[C;!$(C-N);!$(C-O)]C(=O)	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1821		['[CH2]=[C;!$(C-N);!$(C-O)]C(=O)']
four_nitriles	Linkage = 'HIGH' (PRI = 1.8, PSI = 5)	C#N.C#N.C#N.C#N	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1822		['C#N.C#N.C#N.C#N']
gte_4_basic_N	Linkage = 'HIGH' (PRI = 1.8, PSI = 4.23)	[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(N-c)].[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(N-c)].[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(N-c)].[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(N-c)]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1823		['[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(N-c)].[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(N-c)].[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(N-c)].[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(N-c)]']
primary_halide_sulfate	Linkage = 'HIGH' (PRI = 1.8, PSI = 3.94)	[CH2][Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1824		['[CH2][Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))]']
para_quinone	Linkage = 'HIGH' (PRI = 1.82, PSI = 4.13)	[CH1,$(C(-[Cl,Br,I]))]1=[CH1,$(C(-[Cl,Br,I]))]C(=[O,N,S])[CH1,$(C(-[Cl,Br,I]))]=[CH1,$(C(-[Cl,Br,I]))]C1(=[O,N,S])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1825		['[CH1,$(C(-[Cl,Br,I]))]1=[CH1,$(C(-[Cl,Br,I]))]C(=[O,N,S])[CH1,$(C(-[Cl,Br,I]))]=[CH1,$(C(-[Cl,Br,I]))]C1(=[O,N,S])']
phosphorane	Linkage = 'HIGH' (PRI = 1.82, PSI = 4.33)	C=P	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1826		['C=P']
activated_S#O_3_ring	Linkage = 'HIGH' (PRI = 1.84, PSI = 3.98)	C1~[O,S]~[C,N,O,S]1[a,N,O,S]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1827		['C1~[O,S]~[C,N,O,S]1[a,N,O,S]']
thioester	Linkage = 'HIGH' (PRI = 1.86, PSI = 5.42)	[S;!R;H0]C(=[S,O;!R])([!O;!S;!N])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1828		['[S;!R;H0]C(=[S,O;!R])([!O;!S;!N])']
gte_7_aliphatic_OH	Linkage = 'HIGH' (PRI = 1.87, PSI = 3.89)	C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1829		['C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1]']
bis_activated_aryl_ester	Linkage = 'MED' (PRI = 1.89, PSI = 2.69)	O=[C,S]Oc1aaa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1830		['O=[C,S]Oc1aaa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1']
ortho_nitrophenyl_carbonyl	Linkage = 'HIGH' (PRI = 1.94, PSI = 2.94)	c1(-O-[C;!R](=[O,N;!R]))c([$(N(=O)(=O)),$([N+](=O)[O-])])cccc1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1831		['c1(-O-[C;!R](=[O,N;!R]))c([$(N(=O)(=O)),$([N+](=O)[O-])])cccc1']
gte_2_free_phos	Linkage = 'HIGH' (PRI = 1.96, PSI = 4.06)	P([O;D1])=O.P([O;D1])=O	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1832		['P([O;D1])=O.P([O;D1])=O']
benzidine_like	Linkage = 'NR' (PRI = 1.98, PSI = 16)	c([N;!+])1ccc(c2ccc([N;!+])cc2)cc1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1833		['c([N;!+])1ccc(c2ccc([N;!+])cc2)cc1']
activated_azo	Linkage = 'MED' (PRI = 2.01, PSI = 4)	[N;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])=[N;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1834		['[N;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])=[N;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])']
quat_N_acyl	Linkage = 'HIGH' (PRI = 2.02, PSI = 3.27)	[N,n;+]!@C(=O)	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1835		['[N,n;+]!@C(=O)']
aryl_thiocarbonyl	Linkage = 'MED' (PRI = 2.03, PSI = 2.87)	a-[S;X2;!R]-[C;!R](=O)	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1836		['a-[S;X2;!R]-[C;!R](=O)']
hydrazothiourea	Linkage = 'HIGH' (PRI = 2.03, PSI = 9)	[N;!R]=NC(=S)N	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1837		['[N;!R]=NC(=S)N']
nitrosamine	Linkage = 'MED' (PRI = 2.03, PSI = 2.12)	N-[N;X2](=O)	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1838		['N-[N;X2](=O)']
halo_phenolic_carbonyl	Linkage = 'MED' (PRI = 2.05, PSI = 3.46)	C(=O)Oc1c([Cl,F])[cH1,$(c[F,Cl])]c([F,Cl])[cH1,$(c[F,Cl])]c1([F,Cl])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1839		['C(=O)Oc1c([Cl,F])[cH1,$(c[F,Cl])]c([F,Cl])[cH1,$(c[F,Cl])]c1([F,Cl])']
gte_8_CF2_or_CH2	Linkage = 'HIGH' (PRI = 2.06, PSI = 5.15)	[CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1840		['[CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0][CH2,CF2;R0]']
diazo_carbonyl	Linkage = 'HIGH' (PRI = 2.07, PSI = 3.6)	[$(N=N=C~C=O),$(N#N-C~C=O)]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1841		['[$(N=N=C~C=O),$(N#N-C~C=O)]']
2halo_pyridazine_3EWG	Linkage = 'LOW' (PRI = 2.08, PSI = 1.09)	[n;R1]1c([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])ccn1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1842		['[n;R1]1c([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])ccn1']
gte_10_carbon_sb_chain	Linkage = 'HIGH' (PRI = 2.08, PSI = 5.11)	[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1843		['[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]']
beta_lactone	Linkage = 'HIGH' (PRI = 2.12, PSI = 5.93)	[#6,#15,#16]1(=O)~[#6]~[#6]~[#8,#16]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1844		['[#6,#15,#16]1(=O)~[#6]~[#6]~[#8,#16]1']
linear_polycyclic_aromatic_I	Linkage = 'HIGH' (PRI = 2.12, PSI = 6.3)	[$(a12aaaaa1aa3a(aa(aaaa4)a4a3)a2),$(a12aaaaa1aa3a(aaa4a3aaaa4)a2),$(a12aaaaa1a(aa5)a3a(aaa4a3a5aaa4)a2)]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1845		['[$(a12aaaaa1aa3a(aa(aaaa4)a4a3)a2),$(a12aaaaa1aa3a(aaa4a3aaaa4)a2),$(a12aaaaa1a(aa5)a3a(aaa4a3a5aaa4)a2)]']
alpha_halo_carbonyl	Linkage = 'HIGH' (PRI = 2.13, PSI = 3.79)	C(=O)([CH,CH2][Cl,Br,I,$(O(S(=O)(=O)))])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1846		['C(=O)([CH,CH2][Cl,Br,I,$(O(S(=O)(=O)))])']
phosphorous_nitrogen_bond	Linkage = 'HIGH' (PRI = 2.16, PSI = 5)	[#15]~[N,n]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1847		['[#15]~[N,n]']
gte_2_N_quats	Linkage = 'HIGH' (PRI = 2.19, PSI = 5.45)	[N,n;H0;+;!$(N~O);!$(n~O)].[N,n;H0;+;!$(N~O);!$(n~O)]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1848		['[N,n;H0;+;!$(N~O);!$(n~O)].[N,n;H0;+;!$(N~O);!$(n~O)]']
betalactam	Linkage = 'HIGH' (PRI = 2.2, PSI = 5.87)	C1(=O)~[#6]~[#6]N1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1849		['C1(=O)~[#6]~[#6]N1']
peroxide	Linkage = 'HIGH' (PRI = 2.21, PSI = 4.17)	[#8]~[#8]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1850		['[#8]~[#8]']
paraquat_like	Linkage = 'HIGH' (PRI = 2.22, PSI = 5.07)	[#6]1[#6][#6]([#6]2[#6][#6][#7;+][#6][#6]2)[#6][#6][#7;+]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1851		['[#6]1[#6][#6]([#6]2[#6][#6][#7;+][#6][#6]2)[#6][#6][#7;+]1']
perhalo_phenyl	Linkage = 'HIGH' (PRI = 2.22, PSI = 6.5)	c1c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c1([Br,Cl,I])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1852		['c1c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c1([Br,Cl,I])']
phosphite	Linkage = 'HIGH' (PRI = 2.24, PSI = 4.94)	[c,C]-[P;v3]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1853		['[c,C]-[P;v3]']
ortho_hydroquinone	Linkage = 'HIGH' (PRI = 2.26, PSI = 3.35)	a1c([O,S;D1])c([O,S;D1])a[cH1][cH1]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1854		['a1c([O,S;D1])c([O,S;D1])a[cH1][cH1]1']
maleimide_etc	Linkage = 'HIGH' (PRI = 2.28, PSI = 5.05)	[$([C;H1]),$(C(-[F,Cl,Br,I]))]1=[$([C;H1]),$(C(-[F,Cl,Br,I]))]C(=O)[N,O,S]C(=O)1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1855		['[$([C;H1]),$(C(-[F,Cl,Br,I]))]1=[$([C;H1]),$(C(-[F,Cl,Br,I]))]C(=O)[N,O,S]C(=O)1']
azo_aryl	Linkage = 'HIGH' (PRI = 2.3, PSI = 5.27)	c[N;!R;!+]=[N;!R;!+]-c	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1856		['c[N;!R;!+]=[N;!R;!+]-c']
bad_cations	Linkage = 'HIGH' (PRI = 2.39, PSI = 5.28)	[C+,F+,Cl+,Br+,I+,Se+]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1857		['[C+,F+,Cl+,Br+,I+,Se+]']
linear_polycyclic_aromatic_II	Linkage = 'HIGH' (PRI = 2.46, PSI = 4.36)	[$(a12aaaa4a1a3a(aaaa3aa4)aa2),$(a12aaaaa1a3a(aaa4a3aaaa4)aa2),$(a1(a(aaaa4)a4a3a2aaaa3)a2aaaa1)]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1858		['[$(a12aaaa4a1a3a(aaaa3aa4)aa2),$(a12aaaaa1a3a(aaa4a3aaaa4)aa2),$(a1(a(aaaa4)a4a3a2aaaa3)a2aaaa1)]']
quat_N_N	Linkage = 'HIGH' (PRI = 2.49, PSI = 6.47)	[N,n;R;+]!@[N,n]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1859		['[N,n;R;+]!@[N,n]']
sulfonyl_halide	Linkage = 'HIGH' (PRI = 2.61, PSI = 4.96)	S(=O)(=O)[F,Cl,Br,I]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1860		['S(=O)(=O)[F,Cl,Br,I]']
gte_7_total_hal	Linkage = 'HIGH' (PRI = 2.71, PSI = 7.78)	[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1861		['[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I]']
trinitro_aromatic	Linkage = 'HIGH' (PRI = 2.89, PSI = 5.07)	[$(a1aaa([$(N(=O)(=O)),$([N+](=O)[O-])])a([$(N(=O)(=O)),$([N+](=O)[O-])])a1([$(N(=O)(=O)),$([N+](=O)[O-])])),$(a1aa([$(N(=O)(=O)),$([N+](=O)[O-])])a([$(N(=O)(=O)),$([N+](=O)[O-])])aa1([$(N(=O)(=O)),$([N+](=O)[O-])])),$(a1a([$(N(=O)(=O)),$([N+](=O)[O-])])aa([$(N(=O)(=O)),$([N+](=O)[O-])])aa1([$(N(=O)(=O)),$([N+](=O)[O-])]))]  	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1862		['[$(a1aaa([$(N(=O)(=O)),$([N+](=O)[O-])])a([$(N(=O)(=O)),$([N+](=O)[O-])])a1([$(N(=O)(=O)),$([N+](=O)[O-])])),$(a1aa([$(N(=O)(=O)),$([N+](=O)[O-])])a([$(N(=O)(=O)),$([N+](=O)[O-])])aa1([$(N(=O)(=O)),$([N+](=O)[O-])])),$(a1a([$(N(=O)(=O)),$([N+](=O)[O-])])aa([$(N(=O)(=O)),$([N+](=O)[O-])])aa1([$(N(=O)(=O)),$([N+](=O)[O-])]))]']
para_hydroiminoquinone	Linkage = 'HIGH' (PRI = 2.91, PSI = 6.55)	a1[cH1]c([N;D1])[cH1]ac([N;D1])1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1863		['a1[cH1]c([N;D1])[cH1]ac([N;D1])1']
carbonyl_halide	Linkage = 'HIGH' (PRI = 2.97, PSI = 4.9)	O=C[F,Cl,Br,I]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1864		['O=C[F,Cl,Br,I]']
carbodiimide_iso#thio#cyanate	Linkage = 'HIGH' (PRI = 2.99, PSI = 7.19)	N=C=[N,O,S]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1865		['N=C=[N,O,S]']
phosphonium	Linkage = 'HIGH' (PRI = 3.04, PSI = 6.92)	[#15;+]~[!O]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1866		['[#15;+]~[!O]']
gte_4_nitro	Linkage = 'HIGH' (PRI = 3.05, PSI = 4.35)	[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1867		['[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)]']
gte_2_sulfonic_acid	Linkage = 'HIGH' (PRI = 3.26, PSI = 8.16)	[C,c]S(=O)(=O)[O;D1].[C,c]S(=O)(=O)[O;D1]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1868		['[C,c]S(=O)(=O)[O;D1].[C,c]S(=O)(=O)[O;D1]']
bis_keto_olefin	Linkage = 'HIGH' (PRI = 3.32, PSI = 6.4)	CC(=O)[$([C&H1]),$(C-F),$(C-Cl),$(C-Br),$(C-I)]=[$([C&H1]),$(C-F),$(C-Cl),$(C-Br),$(C-I)]C(=O)C	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1869		['CC(=O)[$([C&H1]),$(C-F),$(C-Cl),$(C-Br),$(C-I)]=[$([C&H1]),$(C-F),$(C-Cl),$(C-Br),$(C-I)]C(=O)C']
disulfide_acyclic	Linkage = 'HIGH' (PRI = 3.39, PSI = 5.54)	[S;!R;X2]-[S;!R;X2]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1870		['[S;!R;X2]-[S;!R;X2]']
bad_boron	Linkage = 'HIGH' (PRI = 3.48, PSI = 7.02)	[B-,BH2,BH3,$(B(F)(F))]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1871		['[B-,BH2,BH3,$(B(F)(F))]']
thiopyrylium	Linkage = 'HIGH' (PRI = 3.58, PSI = 7.33)	c1[S,s;+]cccc1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1872		['c1[S,s;+]cccc1']
gte_3_iodine	Linkage = 'HIGH' (PRI = 3.61, PSI = 8.69)	[#53].[#53].[#53]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1873		['[#53].[#53].[#53]']
polyhalo_phenol_b	Linkage = 'HIGH' (PRI = 3.72, PSI = 8.56)	c1c([O;D1])c(-[Cl,Br,I])cc(-[Cl,Br,I])c1.c1c([O;D1])c(-[Cl,Br,I])cc(-[Cl,Br,I])c1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1874		['c1c([O;D1])c(-[Cl,Br,I])cc(-[Cl,Br,I])c1.c1c([O;D1])c(-[Cl,Br,I])cc(-[Cl,Br,I])c1']
branched_polycyclic_aromatic	Linkage = 'HIGH' (PRI = 3.73, PSI = 9.49)	a1(a2aa(a3aaaaa3)aa(a4aaaaa4)a2)aaaaa1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1875		['a1(a2aa(a3aaaaa3)aa(a4aaaaa4)a2)aaaaa1']
gte_5_phenolic_OH	Linkage = 'HIGH' (PRI = 3.77, PSI = 9.02)	a[O;D1].a[O;D1].a[O;D1].a[O;D1].a[O;D1]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1876		['a[O;D1].a[O;D1].a[O;D1].a[O;D1].a[O;D1]']
oxonium	Linkage = 'HIGH' (PRI = 3.88, PSI = 6.51)	[o+,O+]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1877		['[o+,O+]']
halogen_heteroatom	Linkage = 'HIGH' (PRI = 3.9, PSI = 7.64)	[!C;!c;!H][F,Cl,Br,I]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1878		['[!C;!c;!H][F,Cl,Br,I]']
diazonium	Linkage = 'HIGH' (PRI = 3.99, PSI = 9.38)	a[N+]#N	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1879		['a[N+]#N']
porphyrin	Linkage = 'HIGH' (PRI = 4.31, PSI = 12.42)	[#6;r16,r17,r18]~[#6]1~[#6]~[#6]~[#6](~[#6])~[#7]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1880		['[#6;r16,r17,r18]~[#6]1~[#6]~[#6]~[#6](~[#6])~[#7]1']
